"Contract ID","Plan ID","Organization Type","Plan Type","Offers Part D","SNP Plan","EGHP","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date"
"H4605","801","Local CCP","Local PPO","No","No","Yes","REGENCE BLUECROSS BLUESHIELD OF UTAH","Regence BlueCross BlueShield of Utah","Regence MedAdvantage (PPO)","Cambia Health Solutions, Inc.",07/01/2005 0:00:00
"H4605","802","Local CCP","Local PPO","Yes","No","Yes","REGENCE BLUECROSS BLUESHIELD OF UTAH","Regence BlueCross BlueShield of Utah","Regence MedAdvantage + Rx (PPO)","Cambia Health Solutions, Inc.",07/01/2005 0:00:00
"H4652",,"HCPP - 1833 Cost","HCPP - 1833 Cost","No","No","No","UNION PACIFIC RAILROAD EMPLOYES HEALTH SYSTEMS","Union Pacific Railroad Employes Health Systems",,"Union Pacific Railroad Employes Health Systems",12/01/1993 0:00:00
"H4714","001","National PACE","National PACE","Yes","No","No","PACE OF THE SOUTHERN PIEDMONT, INC.","PACE of the Southern Piedmont, Inc.","PACE of  the Southern Piedmont - Dual (PACE)","PACE of the Southern Piedmont, Inc.",05/01/2013 0:00:00
"H4714","002","National PACE","National PACE","Yes","No","No","PACE OF THE SOUTHERN PIEDMONT, INC.","PACE of the Southern Piedmont, Inc.","PACE of  the Southern Piedmont - Medicare only (PACE)","PACE of the Southern Piedmont, Inc.",05/01/2013 0:00:00
"H4738","002","Local CCP","Local PPO","Yes","No","No","AMERICA'S 1ST CHOICE HEALTH PLANS, INC.","America's 1st Choice Health Plans, Inc.","Ambassador Plus (PPO)","America's 1st Choice Holdings of S.C., LLC",01/01/2011 0:00:00
"H4740","001","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","CATHOLIC MANAGED LONG TERM CARE, INC.","ArchCare Community Advantage","ArchCare Community Advantage FIDA Plan (Medicare-Medicaid Plan)","Catholic Health Care System",01/01/2015 0:00:00
"H4754","004","Local CCP","Local PPO","Yes","No","No","PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.","PacificSource Medicare","PacificSource Medicare Explorer Rx 4 (PPO)","PacificSource Health Plans",01/01/2010 0:00:00
"H4754","006","Local CCP","Local PPO","No","No","No","PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.","PacificSource Medicare","PacificSource Medicare Explorer 6 (PPO)","PacificSource Health Plans",01/01/2010 0:00:00
"H4754","007","Local CCP","Local PPO","Yes","No","No","PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.","PacificSource Medicare","PacificSource Medicare Explorer Rx 7 (PPO)","PacificSource Health Plans",01/01/2010 0:00:00
"H4754","008","Local CCP","Local PPO","No","No","No","PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.","PacificSource Medicare","PacificSource Medicare Explorer 8 (PPO)","PacificSource Health Plans",01/01/2010 0:00:00
"H4754","009","Local CCP","Local PPO","Yes","No","No","PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.","PacificSource Medicare","PacificSource Medicare Explorer Rx 9 (PPO)","PacificSource Health Plans",01/01/2010 0:00:00
"H4754","010","Local CCP","Local PPO","No","No","No","PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.","PacificSource Medicare","PacificSource Medicare Explorer 10 (PPO)","PacificSource Health Plans",01/01/2010 0:00:00
"H4754","011","Local CCP","Local PPO","Yes","No","No","PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.","PacificSource Medicare","PacificSource Medicare Explorer Rx 11 (PPO)","PacificSource Health Plans",01/01/2010 0:00:00
"H4754","012","Local CCP","Local PPO","No","No","No","PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.","PacificSource Medicare","PacificSource Medicare Explorer 12 (PPO)","PacificSource Health Plans",01/01/2010 0:00:00
"H4754","801","Local CCP","Local PPO","No","No","Yes","PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.","PacificSource Medicare","PacificSource Medicare Explorer 801 (PPO)","PacificSource Health Plans",01/01/2010 0:00:00
"H4754","802","Local CCP","Local PPO","Yes","No","Yes","PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.","PacificSource Medicare","PacificSource Medicare Explorer Rx 802 (PPO)","PacificSource Health Plans",01/01/2010 0:00:00
"H4837","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNITEDHEALTHCARE OF WISCONSIN, INC.","UnitedHealthcare Community Plan","UnitedHealthcare Dual Complete (HMO SNP)","UnitedHealth Group, Inc.",01/01/2008 0:00:00
"H4866","002","Local CCP","HMO/HMOPOS","Yes","No","No","CUATRO LLC","Access Medicare","Access Medicare Platinum (HMO)","Cuatro LLC.",01/01/2011 0:00:00
"H4866","003","Local CCP","HMO/HMOPOS","Yes","No","No","CUATRO LLC","Access Medicare","Access Medicare Gold (HMO)","Cuatro LLC.",01/01/2011 0:00:00
"H4866","005","Local CCP","HMO/HMOPOS","Yes","Yes","No","CUATRO LLC","Access Medicare","Access Medicare Pearl (HMO SNP)","Cuatro LLC.",01/01/2011 0:00:00
"H4875","016","Local CCP","Local PPO","Yes","No","No","PRIORITY HEALTH","Priority Health Medicare","PriorityMedicare Merit (PPO)","Spectrum Health System",01/01/2010 0:00:00
"H4875","017","Local CCP","Local PPO","Yes","No","No","PRIORITY HEALTH","Priority Health Medicare","PriorityMedicare Select (PPO)","Spectrum Health System",01/01/2010 0:00:00
"H4875","018","Local CCP","Local PPO","Yes","No","No","PRIORITY HEALTH","Priority Health Medicare","PriorityMedicare Ideal (PPO)","Spectrum Health System",01/01/2010 0:00:00
"H4875","803","Local CCP","Local PPO","Yes","No","Yes","PRIORITY HEALTH","Priority Health Medicare","PriorityMedicare Select EG Non-Calendar Year (PPO)","Spectrum Health System",01/01/2010 0:00:00
"H4875","804","Local CCP","Local PPO","Yes","No","Yes","PRIORITY HEALTH","Priority Health Medicare","PriorityMedicare Select EG Calendar Year (PPO)","Spectrum Health System",01/01/2010 0:00:00
"H4876","001","Local CCP","Local PPO","Yes","No","No","CONSTELLATION HEALTH, LLC.","Constellation Health","Olympus - Constellation Health (PPO)","Constellation Health, LLC.",01/01/2014 0:00:00
"H4876","801","Local CCP","Local PPO","Yes","No","Yes","CONSTELLATION HEALTH, LLC.","Constellation Health","Geminis 1 - Constellation Health (PPO)","Constellation Health, LLC.",01/01/2014 0:00:00
"H4876","802","Local CCP","Local PPO","Yes","No","Yes","CONSTELLATION HEALTH, LLC.","Constellation Health","Geminis 2 - Constellation Health (PPO)","Constellation Health, LLC.",01/01/2014 0:00:00
"H4906",,"HCPP - 1833 Cost","HCPP - 1833 Cost","No","No","No","C AND O EMPLOYEES' HOSPITAL ASSOCIATION","C and O Employees' Hospital Association",,"C & O Employees' Hospital Association",05/01/1999 0:00:00
"H4909","014","Local CCP","Local PPO","Yes","No","No","ANTHEM HEALTH PLANS OF VIRGINIA, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred Core (PPO)","Anthem Inc.",07/01/2005 0:00:00
"H4909","804","Local CCP","Local PPO","Yes","No","Yes","ANTHEM HEALTH PLANS OF VIRGINIA, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred (PPO)","Anthem Inc.",07/01/2005 0:00:00
"H4909","805","Local CCP","Local PPO","No","No","Yes","ANTHEM HEALTH PLANS OF VIRGINIA, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred (PPO)","Anthem Inc.",07/01/2005 0:00:00
"H4909","806","Local CCP","Local PPO","Yes","No","Yes","ANTHEM HEALTH PLANS OF VIRGINIA, INC.","Anthem Blue Cross and Blue Shield","Anthem Medicare Preferred (PPO)","Anthem Inc.",07/01/2005 0:00:00
"H4910","005","Local CCP","HMO/HMOPOS","Yes","No","No","AETNA HEALTH, INC. (PA)","Aetna Medicare","Aetna Medicare Innovation Prime Plan (HMO)","Aetna Inc.",07/01/2005 0:00:00
"H4910","801","Local CCP","HMO/HMOPOS","No","No","Yes","AETNA HEALTH, INC. (PA)","Aetna Medicare","Aetna Medicare Plan (HMO)","Aetna Inc.",07/01/2005 0:00:00
"H4910","802","Local CCP","HMO/HMOPOS","Yes","No","Yes","AETNA HEALTH, INC. (PA)","Aetna Medicare","Aetna Medicare Plan w/Rx CY (HMO)","Aetna Inc.",07/01/2005 0:00:00
"H4922","001","Local CCP","HMO/HMOPOS","Yes","No","No","AGEWELL NEW YORK, LLC","AgeWell New York","LiveWell (HMO)","AgeWell New York, LLC",01/01/2015 0:00:00
"H4922","002","Local CCP","HMO/HMOPOS","Yes","Yes","No","AGEWELL NEW YORK, LLC","AgeWell New York","BeWell (HMO SNP)","AgeWell New York, LLC",01/01/2015 0:00:00
"H4922","003","Local CCP","HMO/HMOPOS","Yes","Yes","No","AGEWELL NEW YORK, LLC","AgeWell New York","FeelWell (HMO SNP)","AgeWell New York, LLC",01/01/2015 0:00:00
"H4922","004","Local CCP","HMO/HMOPOS","Yes","Yes","No","AGEWELL NEW YORK, LLC","AgeWell New York","CareWell (HMO SNP)","AgeWell New York, LLC",01/01/2015 0:00:00
"H4931","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNIVERSITY CARE ADVANTAGE, INC.","University Care Advantage","University Care Advantage (HMO SNP)","The University of AZ Health Network, Inc.",01/01/2015 0:00:00
"H4931","002","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNIVERSITY CARE ADVANTAGE, INC.","University Care Advantage","University Care Advantage (HMO SNP)","The University of AZ Health Network, Inc.",01/01/2015 0:00:00
"H4931","003","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNIVERSITY CARE ADVANTAGE, INC.","University Care Advantage","University Care Advantage (HMO SNP)","The University of AZ Health Network, Inc.",01/01/2015 0:00:00
"H4931","004","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNIVERSITY CARE ADVANTAGE, INC.","University Care Advantage","University Care Advantage (HMO SNP)","The University of AZ Health Network, Inc.",01/01/2015 0:00:00
"H4931","005","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNIVERSITY CARE ADVANTAGE, INC.","University Care Advantage","University Care Advantage (HMO SNP)","The University of AZ Health Network, Inc.",01/01/2015 0:00:00
"H4931","006","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNIVERSITY CARE ADVANTAGE, INC.","University Care Advantage","University Care Advantage (HMO SNP)","The University of AZ Health Network, Inc.",01/01/2015 0:00:00
"H4931","007","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNIVERSITY CARE ADVANTAGE, INC.","University Care Advantage","University Care Advantage (HMO SNP)","The University of AZ Health Network, Inc.",01/01/2015 0:00:00
"H4931","008","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNIVERSITY CARE ADVANTAGE, INC.","University Care Advantage","University Care Advantage (HMO SNP)","The University of AZ Health Network, Inc.",01/01/2015 0:00:00
"H4931","009","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNIVERSITY CARE ADVANTAGE, INC.","University Care Advantage","University Care Advantage (HMO SNP)","The University of AZ Health Network, Inc.",01/01/2015 0:00:00
"H4931","010","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNIVERSITY CARE ADVANTAGE, INC.","University Care Advantage","University Care Advantage (HMO SNP)","The University of AZ Health Network, Inc.",01/01/2015 0:00:00
"H4999","001","National PACE","National PACE","Yes","No","No","THE LUTHERAN HOME FOR THE AGED","LIFE Northwestern Pennsylvania","LIFE Northwestern Pennsylvania (PACE)","The Lutheran Home for The Aged",11/01/2013 0:00:00
"H4999","002","National PACE","National PACE","Yes","No","No","THE LUTHERAN HOME FOR THE AGED","LIFE Northwestern Pennsylvania","LIFE Northwestern Pennsylvania (PACE)","The Lutheran Home for The Aged",11/01/2013 0:00:00
"H5005","011","Local CCP","HMO/HMOPOS","Yes","No","No","UNITEDHEALTHCARE OF WASHINGTON, INC.","UnitedHealthcare","AARP MedicareComplete Plan 1 (HMO)","UnitedHealth Group, Inc.",03/01/1987 0:00:00
"H5005","019","Local CCP","HMO/HMOPOS","Yes","No","No","UNITEDHEALTHCARE OF WASHINGTON, INC.","UnitedHealthcare","AARP MedicareComplete Plan 3 (HMO)","UnitedHealth Group, Inc.",03/01/1987 0:00:00
"H5005","801","Local CCP","HMO/HMOPOS","No","No","Yes","UNITEDHEALTHCARE OF WASHINGTON, INC.","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",03/01/1987 0:00:00
"H5005","803","Local CCP","HMO/HMOPOS","Yes","No","Yes","UNITEDHEALTHCARE OF WASHINGTON, INC.","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",03/01/1987 0:00:00
"H5005","804","Local CCP","HMO/HMOPOS","Yes","No","Yes","UNITEDHEALTHCARE OF WASHINGTON, INC.","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",03/01/1987 0:00:00
"H5007","001","National PACE","National PACE","Yes","No","No","PROVIDENCE HEALTH SYSTEM","Providence Health System","Providence ElderPlace - Seattle (PACE)","Providence Health & Services",11/01/2002 0:00:00
"H5007","002","National PACE","National PACE","Yes","No","No","PROVIDENCE HEALTH SYSTEM","Providence Health System","Providence ElderPlace - Seattle (PACE)","Providence Health & Services",11/01/2002 0:00:00
"H5008","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Nursing Home Plan (HMO SNP)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H5008","002","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Dual Complete (HMO SNP)","UnitedHealth Group, Inc.",07/01/2005 0:00:00
"H5009","001","Local CCP","Local PPO","No","No","No","REGENCE BLUESHIELD","Regence BlueShield","Regence MedAdvantage Basic (PPO)","Cambia Health Solutions, Inc.",07/01/2005 0:00:00
"H5009","002","Local CCP","Local PPO","Yes","No","No","REGENCE BLUESHIELD","Regence BlueShield","Regence MedAdvantage + Rx Classic (PPO)","Cambia Health Solutions, Inc.",07/01/2005 0:00:00
"H5009","801","Local CCP","Local PPO","No","No","Yes","REGENCE BLUESHIELD","Regence BlueShield","Regence MedAdvantage (PPO)","Cambia Health Solutions, Inc.",07/01/2005 0:00:00
"H5009","802","Local CCP","Local PPO","Yes","No","Yes","REGENCE BLUESHIELD","Regence BlueShield","Regence MedAdvantage + Rx (PPO)","Cambia Health Solutions, Inc.",07/01/2005 0:00:00
"H5010","001","Local CCP","Local PPO","No","No","No","ASURIS NORTHWEST HEALTH","Asuris Northwest Health","Asuris TruAdvantage Basic (PPO)","Cambia Health Solutions, Inc.",07/01/2005 0:00:00
"H5010","002","Local CCP","Local PPO","Yes","No","No","ASURIS NORTHWEST HEALTH","Asuris Northwest Health","Asuris TruAdvantage + Rx Classic (PPO)","Cambia Health Solutions, Inc.",07/01/2005 0:00:00
"H5010","004","Local CCP","Local PPO","Yes","No","No","ASURIS NORTHWEST HEALTH","Asuris Northwest Health","Asuris TruAdvantage + Rx Enhanced (PPO)","Cambia Health Solutions, Inc.",07/01/2005 0:00:00
"H5037","001","National PACE","National PACE","Yes","No","No","MOUNTAIN EMPIRE OLDER CITIZENS, INC.","Mountain Empire PACE","Mountain Empire PACE - Dual (PACE)","Mountain Empire Older Citizens, Inc",03/01/2008 0:00:00
"H5037","002","National PACE","National PACE","Yes","No","No","MOUNTAIN EMPIRE OLDER CITIZENS, INC.","Mountain Empire PACE","Mountain Empire PACE  - Medicare only (PACE)","Mountain Empire Older Citizens, Inc",03/01/2008 0:00:00
"H5042","001","Local CCP","Local PPO","Yes","No","No","CDPHP UNIVERSAL BENEFITS, INC.","CDPHP Medicare Choices","CDPHP Classic Rx (PPO)","Capital District Physicians' Health Plan, Inc.",01/01/2008 0:00:00
"H5042","004","Local CCP","Local PPO","No","No","No","CDPHP UNIVERSAL BENEFITS, INC.","CDPHP Medicare Choices","CDPHP Classic (PPO)","Capital District Physicians' Health Plan, Inc.",01/01/2008 0:00:00
"H5042","005","Local CCP","Local PPO","Yes","No","No","CDPHP UNIVERSAL BENEFITS, INC.","CDPHP Medicare Choices","CDPHP Core Rx (PPO)","Capital District Physicians' Health Plan, Inc.",01/01/2008 0:00:00
"H5042","007","Local CCP","Local PPO","Yes","No","No","CDPHP UNIVERSAL BENEFITS, INC.","CDPHP Medicare Choices","CDPHP Prime Rx (PPO)","Capital District Physicians' Health Plan, Inc.",01/01/2008 0:00:00
"H5042","801","Local CCP","Local PPO","Yes","No","Yes","CDPHP UNIVERSAL BENEFITS, INC.","CDPHP Medicare Choices","CDPHP Group Medicare Rx (PPO)","Capital District Physicians' Health Plan, Inc.",01/01/2008 0:00:00
"H5042","802","Local CCP","Local PPO","Yes","No","Yes","CDPHP UNIVERSAL BENEFITS, INC.","CDPHP Medicare Choices","CDPHP Group Medicare Rx (PPO)","Capital District Physicians' Health Plan, Inc.",01/01/2008 0:00:00
"H5042","803","Local CCP","Local PPO","No","No","Yes","CDPHP UNIVERSAL BENEFITS, INC.","CDPHP Medicare Choices","CDPHP Group Medicare (PPO)","Capital District Physicians' Health Plan, Inc.",01/01/2008 0:00:00
"H5048","001","Local CCP","HMO/HMOPOS","Yes","No","No","COVENTRY HEALTH CARE OF TEXAS, INC.","Coventry Health Care","Advantra (HMO)","Aetna Inc.",01/01/2014 0:00:00
"H5048","002","Local CCP","HMO/HMOPOS","Yes","No","No","COVENTRY HEALTH CARE OF TEXAS, INC.","Coventry Health Care","Advantra (HMO)","Aetna Inc.",01/01/2014 0:00:00
"H5048","801","Local CCP","HMO/HMOPOS","Yes","No","Yes","COVENTRY HEALTH CARE OF TEXAS, INC.","Coventry Health Care","Advantra (HMO)","Aetna Inc.",01/01/2014 0:00:00
"H5048","803","Local CCP","HMO/HMOPOS","No","No","Yes","COVENTRY HEALTH CARE OF TEXAS, INC.","Coventry Health Care","Advantra (HMO)","Aetna Inc.",01/01/2014 0:00:00
"H5050","001","Local CCP","HMO/HMOPOS","No","No","No","GROUP HEALTH COOPERATIVE","Group Health Cooperative","Group Health Cooperative Basic (HMO)","Group Health Cooperative",01/01/1989 0:00:00
"H5050","004","Local CCP","HMO/HMOPOS","Yes","No","No","GROUP HEALTH COOPERATIVE","Group Health Cooperative","Group Health Cooperative Optimal (HMO)","Group Health Cooperative",01/01/1989 0:00:00
"H5050","009","Local CCP","HMO/HMOPOS","Yes","No","No","GROUP HEALTH COOPERATIVE","Group Health Cooperative","Group Health Cooperative Essential (HMO)","Group Health Cooperative",01/01/1989 0:00:00
"H5050","013","Local CCP","HMO/HMOPOS","Yes","No","No","GROUP HEALTH COOPERATIVE","Group Health Cooperative","Group Health Cooperative Vital (HMO)","Group Health Cooperative",01/01/1989 0:00:00
"H5050","017","Local CCP","HMO/HMOPOS","Yes","No","No","GROUP HEALTH COOPERATIVE","Group Health Cooperative","Group Health Cooperative Harbor (HMO)","Group Health Cooperative",01/01/1989 0:00:00
"H5050","018","Local CCP","HMO/HMOPOS","Yes","No","No","GROUP HEALTH COOPERATIVE","Group Health Cooperative","Group Health Cooperative Haven (HMO)","Group Health Cooperative",01/01/1989 0:00:00
"H5050","019","Local CCP","HMO/HMOPOS","Yes","No","No","GROUP HEALTH COOPERATIVE","Group Health Cooperative","Group Health Cooperative Columbia (HMO)","Group Health Cooperative",01/01/1989 0:00:00
"H5050","801","Local CCP","HMO/HMOPOS","No","No","Yes","GROUP HEALTH COOPERATIVE","Group Health Cooperative","Group Health Employer Group (HMO)","Group Health Cooperative",01/01/1989 0:00:00
"H5050","802","Local CCP","HMO/HMOPOS","Yes","No","Yes","GROUP HEALTH COOPERATIVE","Group Health Cooperative","Group Health Employer Group with Part D (HMO)","Group Health Cooperative",01/01/1989 0:00:00
"H5087","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","EASY CHOICE HEALTH PLAN INC.","Easy Choice Health Plan","Easy Choice Freedom Plan (HMO SNP)","WellCare Health Plans, Inc.",01/01/2008 0:00:00
"H5087","002","Local CCP","HMO/HMOPOS","Yes","No","No","EASY CHOICE HEALTH PLAN INC.","Easy Choice Health Plan","Easy Choice Plus Plan (HMO)","WellCare Health Plans, Inc.",01/01/2008 0:00:00
"H5087","005","Local CCP","HMO/HMOPOS","Yes","No","No","EASY CHOICE HEALTH PLAN INC.","Easy Choice Health Plan","Easy Choice Best Plan (HMO)","WellCare Health Plans, Inc.",01/01/2008 0:00:00
"H5087","010","Local CCP","HMO/HMOPOS","Yes","No","No","EASY CHOICE HEALTH PLAN INC.","Easy Choice Health Plan","Easy Choice Value Plan (HMO)","WellCare Health Plans, Inc.",01/01/2008 0:00:00
"H5087","011","Local CCP","HMO/HMOPOS","Yes","No","No","EASY CHOICE HEALTH PLAN INC.","Easy Choice Health Plan","Easy Choice Best Plan (HMO)","WellCare Health Plans, Inc.",01/01/2008 0:00:00
"H5087","012","Local CCP","HMO/HMOPOS","Yes","No","No","EASY CHOICE HEALTH PLAN INC.","Easy Choice Health Plan","Easy Choice Best Plan (HMO)","WellCare Health Plans, Inc.",01/01/2008 0:00:00
"H5087","014","Local CCP","HMO/HMOPOS","Yes","No","No","EASY CHOICE HEALTH PLAN INC.","Easy Choice Health Plan","Easy Choice Best Plan (HMO)","WellCare Health Plans, Inc.",01/01/2008 0:00:00
"H5087","015","Local CCP","HMO/HMOPOS","Yes","No","No","EASY CHOICE HEALTH PLAN INC.","Easy Choice Health Plan","Easy Choice Best Plan (HMO)","WellCare Health Plans, Inc.",01/01/2008 0:00:00
"H5087","016","Local CCP","HMO/HMOPOS","Yes","No","No","EASY CHOICE HEALTH PLAN INC.","Easy Choice Health Plan","Easy Choice Best Plan (HMO)","WellCare Health Plans, Inc.",01/01/2008 0:00:00
"H5087","017","Local CCP","HMO/HMOPOS","Yes","No","No","EASY CHOICE HEALTH PLAN INC.","Easy Choice Health Plan","Easy Choice Plus Plan (HMO)","WellCare Health Plans, Inc.",01/01/2008 0:00:00
"H5087","018","Local CCP","HMO/HMOPOS","Yes","No","No","EASY CHOICE HEALTH PLAN INC.","Easy Choice Health Plan","Easy Choice Plus Plan (HMO)","WellCare Health Plans, Inc.",01/01/2008 0:00:00
"H5087","020","Local CCP","HMO/HMOPOS","Yes","Yes","No","EASY CHOICE HEALTH PLAN INC.","Easy Choice Health Plan","Easy Choice Access Plan (HMO SNP)","WellCare Health Plans, Inc.",01/01/2008 0:00:00
"H5106","013","Local CCP","Local PPO","Yes","No","No","HM HEALTH INSURANCE COMPANY","Highmark Health Insurance Company","Freedom Blue PPO Standard (PPO)","Highmark Health",07/01/2005 0:00:00
"H5106","027","Local CCP","Local PPO","Yes","No","No","HM HEALTH INSURANCE COMPANY","Highmark Health Insurance Company","Freedom Blue PPO ValueRx (PPO)","Highmark Health",07/01/2005 0:00:00
"H5106","806","Local CCP","Local PPO","Yes","No","Yes","HM HEALTH INSURANCE COMPANY","Highmark Health Insurance Company","Freedom Blue PPO MA-PDP WV Non-Calendar (PPO)","Highmark Health",07/01/2005 0:00:00
"H5106","807","Local CCP","Local PPO","No","No","Yes","HM HEALTH INSURANCE COMPANY","Highmark Health Insurance Company","Freedom Blue PPO MA WV (PPO)","Highmark Health",07/01/2005 0:00:00
"H5106","808","Local CCP","Local PPO","Yes","No","Yes","HM HEALTH INSURANCE COMPANY","Highmark Health Insurance Company","Freedom Blue PPO MA-PDP WV (PPO)","Highmark Health",07/01/2005 0:00:00
"H5124","001","National PACE","National PACE","Yes","No","No","FRANCISCAN ALLIANCE, INC.","Franciscan  Senior Health & Wellness","Franciscan Senior Health and Wellness (PACE)","Franciscan Alliance, Inc.",01/01/2015 0:00:00
"H5124","002","National PACE","National PACE","Yes","No","No","FRANCISCAN ALLIANCE, INC.","Franciscan  Senior Health & Wellness","Franciscan Senior Health and Wellness (PACE)","Franciscan Alliance, Inc.",01/01/2015 0:00:00
"H5141","001","Local CCP","Local PPO","Yes","No","No","CAREPOINT INSURANCE COMPANY","CarePoint Health Plans","CarePoint Advantage (PPO)","IJKG Opco LLC",01/01/2013 0:00:00
"H5141","003","Local CCP","Local PPO","Yes","Yes","No","CAREPOINT INSURANCE COMPANY","CarePoint Health Plans","CarePoint Guardian (PPO SNP)","IJKG Opco LLC",01/01/2013 0:00:00
"H5141","004","Local CCP","Local PPO","Yes","No","No","CAREPOINT INSURANCE COMPANY","CarePoint Health Plans","CarePoint Advantage NJ (PPO)","IJKG Opco LLC",01/01/2013 0:00:00
"H5151","007","Local CCP","HMO/HMOPOS","Yes","Yes","No","HEALTH PLAN OF THE UPPER OHIO VALLEY","The Health Plan","SecureCare SNP (HMO SNP)","Health Plan of the Upper Ohio Valley",02/01/1999 0:00:00
"H5151","010","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTH PLAN OF THE UPPER OHIO VALLEY","The Health Plan","SecureCare POS (HMO-POS)","Health Plan of the Upper Ohio Valley",02/01/1999 0:00:00
"H5151","011","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTH PLAN OF THE UPPER OHIO VALLEY","The Health Plan","SecureCare - Option II (HMO)","Health Plan of the Upper Ohio Valley",02/01/1999 0:00:00
"H5151","012","Local CCP","HMO/HMOPOS","No","No","No","HEALTH PLAN OF THE UPPER OHIO VALLEY","The Health Plan","SecureCare - Option I (HMO)","Health Plan of the Upper Ohio Valley",02/01/1999 0:00:00
"H5151","802","Local CCP","HMO/HMOPOS","No","No","Yes","HEALTH PLAN OF THE UPPER OHIO VALLEY","The Health Plan","SecureCare - Employer (HMO)","Health Plan of the Upper Ohio Valley",02/01/1999 0:00:00
"H5151","803","Local CCP","HMO/HMOPOS","Yes","No","Yes","HEALTH PLAN OF THE UPPER OHIO VALLEY","The Health Plan","SecureCare - Employer (HMO)","Health Plan of the Upper Ohio Valley",02/01/1999 0:00:00
"H5167","001","National PACE","National PACE","Yes","No","No","ROCKY MOUNTAIN HEALTH CARE SERVICES","Rocky Mountain PACE","Rocky Mountain PACE (PACE)","Rocky Mountain Health Care Services",12/01/2008 0:00:00
"H5167","002","National PACE","National PACE","Yes","No","No","ROCKY MOUNTAIN HEALTH CARE SERVICES","Rocky Mountain PACE","Rocky Mountain PACE (PACE)","Rocky Mountain Health Care Services",12/01/2008 0:00:00
"H5172","002","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","COMMUNITY HEALTH GROUP","Community Health Group","CommuniCare Advantage Cal MediConnect Plan (Medicare-Medicaid Plan)","Community Health Group",04/01/2014 0:00:00
"H5190","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","SUNSHINE STATE HEALTH PLAN, INC.","Sunshine Health","Sunshine Health Advantage (HMO SNP)","Centene Corporation",01/01/2013 0:00:00
"H5190","002","Local CCP","HMO/HMOPOS","Yes","Yes","No","SUNSHINE STATE HEALTH PLAN, INC.","Sunshine Health","Sunshine Health Advantage (HMO SNP)","Centene Corporation",01/01/2013 0:00:00
"H5190","003","Local CCP","HMO/HMOPOS","Yes","Yes","No","SUNSHINE STATE HEALTH PLAN, INC.","Sunshine Health","Sunshine Health Advantage (HMO SNP)","Centene Corporation",01/01/2013 0:00:00
"H5190","004","Local CCP","HMO/HMOPOS","Yes","Yes","No","SUNSHINE STATE HEALTH PLAN, INC.","Sunshine Health","Sunshine Health Advantage (HMO SNP)","Centene Corporation",01/01/2013 0:00:00
"H5207","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","COMMUNITY CARE HEALTH PLAN, INC.","Community Care","Community Care's Partnership Program (HMO SNP)","Community Care, Inc.",01/01/1999 0:00:00
